0,Ransomware_Group,Company_Name,Company_Description,Date_of_leak,Number_of_Views,Company_URL,Industry_Type,Company_Address,Company_Country,Personal Identifiable Information (PII),Financial Data,Healthcare Information,Employee and HR Data,Intellectual Property and Trade Secrets,Customer and Client Data ,Legal Documents,Government and Defense Information,Educational Data,Credentials and Access Information,Databases,Website Data,Backup Data,Video and Surveillance Footage,Social Media Data,Utility and Infrastructure Data,Sensitive Communication
92,8BASE,PORTBLUE,"Port Blue Hotel Group is a chain of boutique hotels in ideal places to relax. Nevertheless, they do not know how to store personal data, especially the passports of their clients.

https://www.portbluehotels.com/en/",26-06-23,72266,https://www.portbluehotels.com/,Hospitality,"AlcÃºdia, Islas Baleares",EspaÃ±a,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
93,8BASE,LOONGSON,"Loongson Technology keeps pace with international trends in the field of IT and focuses on the development of the industry and the construction of systems based on independent innovations. Until now, we have mastered the basic computing technologies in the field of designing the architecture of the processor instruction set (ISA) (LoongArchÂ®), the IP core of the processor and the operating system. Based on this, they strive to create an independent and open hardware and software ecosystem and information industry system to provide independently developed, secure and reliable processors to meet national strategic needs, as well as high-performance, low-cost processors and basic software and hardware solutions to stimulate innovative development. But they could not protect their confidential data.

https://www.loongson.cn/EN",26-06-23,71933,http://www.loongson.cn,Computer Hardware,China,China,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,
94,8BASE,Futura AgronegÃ³cios,"Futura AgronegÃ³cio, founded in 2003, has completed 17 years of work in the market, specializes in the integration of products and services
They work in the sales of agricultural protectors / seeds / foliar nutrition and fertilizers;
Futura Agronegocios, headquartered in Araguari/MG, has 8 business units and 1 industrial seed processing center located in the mining triangle and Southwest of Goiano.

https://futuraagro.com.br/",26-06-23,71498,http://futuraagro.com.br,Farming,"Araguari, Minas Gerais",Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
95,8BASE,BLUESAGE,"The ""Blue Sage"" is an indigenous Texas wildflower that is a hardy and upright plant able to survive in drought conditions. Like our namesake, we are set up to thrive in all varieties of investing environments. We are by nature generalists and seek to invest across a diverse range of industries.

https://www.bluesage.com/",26-06-23,71394,http://www.bluesageusa.com,Software Development,"Englewood Cliffs, New Jersey",United States,1,1,0,0,0,0,0,0,1,0,0,0,0,,,,
96,8BASE,"PrintGlobe, Inc.","Custom Printed Personalized Promotional Items and Products by PrintGlobe. Since 1995 PrintGlobe has been Your One Stop Shop for Wholesale, Custom Merchandise such as Promotional Items, Personalized Products and more. We are a Full Service Supplier of all Things Custom Printed. Learn More Today. PrintGlobe was founded in Austin, Texas in April 1995 as a small graphic design and printing company.

www.printglobe.com",26-06-23,73182,http://www.printglobe.com,Advertising Services,"Austin, TX",United States,1,1,0,0,0,0,0,0,0,0,1,0,0,,,,
97,8BASE,"TARLE LAW, P.C.","Tarle Law is widely sought throughout CA and TX in a diverse range of industries, including construction defect, insurance defense and more. Tarle Law provides experienced litigation representation throughout Southern California and Central Texas.


https://www.tarlelaw.com/",26-06-23,72743,http://www.Tarlelaw.com,Law Practice,Southern California,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
98,8BASE,Texas Hotel and Lodging Association,"Texas Hotel & Lodging Association

THLA is a nonprofit hotel trade association representing every aspect of the lodging industry across Texas. Learn about the benefits of being a member today! Representing over 5,000 members from the largest convention center hotels to the smallest B&Bs, the Texas Hotel & Lodging Association is the largest state lodging association in the nation. Advocating for and serving the Texas lodging industry since 1903. Governmental affairs representation, legal services lodging properties, website listings, endorsed vendor programs, and more.

https://texaslodging.com/",26-06-23,72202,http://www.texaslodging.com,Travel Arrangements,"Austin, TX",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
99,8BASE,Onsupport Corporation,"Onsupport Corporation

Providing IT solutions since 1992, we strategize with clients to define the earth needs and give them a competitive edge in their industry. Free consultations. On support help small and mid-sized companies manage technology. On support provides: Managed Network Services, Hosting Services, and Application/Web Development Services. Whether On support is managing your network, or you are utilizing On support's hosted virtual network, On support allows you focus on what you do best - running your company. On support is made up of a top-notch team of industry professionals serving Central Texas forever 19 years.

onsupport.com",26-06-23,72791,http://www.onsupport.com,IT Services and IT Consulting,"Austin, TX",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
100,8BASE,The Akin Law LLC,"The Akin Law Firm provides services for virtually every legal need that your business may encounter. Our practice areas include: â€¢ Entity structuring and formation â€¢ Contract negotiation and preparation â€¢ Real estate transactions â€¢ Financing, including debt and equity â€¢ Employment and contractor matters â€¢ Trademarks and copyrights â€¢ Intellectual property transactions and licensing â€¢ Acquisitions â€¢ Business sales â€¢ Business litigation including trials, mediations, arbitrations, and appeals

http://theakinfirm.com/",26-06-23,71088,http://www.theakinfirm.com,Law Practice,"Austin, Texas",United States,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
101,8BASE,CYBERFREIGHT SYSTEMS MARITIMES INC.,"Cyberfreight Maritimes Inc., is a Canadian transportation and logistics management company. We have over 100 years of transportation knowledge and a worldwide network of offices.
To provide the most reliable, expeditious and economical means of transportation to exporters and importers without compromise, thus participating in their growth.",25-06-23,71270,https://cybermaritimes.com/,Maritime Industry,Saint John,United States,0,1,0,0,0,0,0,0,0,0,0,0,0,,,,
102,8BASE,Law Offices of Sergio J. Siderman,"This Law Office of Sergio G. has become our goal. They receive the highest quality legal representation for those who wish to obtain citizenship in connection with the content. Their team of immigration attorneys get the Citizen's Vision (""Green Card""), resolve issues with the Department of Homeland Security, and have access to the services you need to make your dream goals come true.

https://sidermanlaw.com/",22-06-23,72278,http://sidermanlaw.com,,"Los Angeles, California",United States,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
103,8BASE,Studio Legale Ranchino,"Ranchino Law Firm is a professional association with offices in Rome and Milan, specializing in the management, out-of-court and judicial proceedings and assessment (due diligence) of non-performing loans and illiquid payments, as well as in banking, finance, bankruptcy law, real estate and financial lease.

https://www.studioranchino.com/",22-06-23,72250,Www.studioranchino.com,Law Practice,"Rome, Latium",Italia,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
104,8BASE,Ligas Gerais Industria E Comercio,"Ligas Gerais Industria E Comercio specializes in the processing and marketing of metallic Silicon, ferrosilicon, special alloys and inputs for non-ferrous metallurgy, steelmaking and refractories, in addition, the new unit, located in SÃ£o JoÃ£o Del Rei is specially designed for the production of high purity metallic silicon and ferroalloys

http://www.ligasgerais.com.br/",22-06-23,73555,http://ligasgerais.com.br,Mining,"Matozinhos, Minas Gerais",Brasil,1,0,0,0,0,0,1,0,0,0,0,0,0,,,,
105,8BASE,Stone Fox Ventures,"StoneFox Ventures is a boutique private investment company that acquires, structures, manages and develops mid-level manufacturing, distribution and service companies. With a dual focus on modernization investments and acquisition and growth strategies, SFV recognizes the best opportunity for shareholders to generate significant returns.

https://stonefoxventures.com/",22-06-23,72281,http://stonefoxventures.com/,Industrial Machinery Manufacturing,"Wyoming, Michigan",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
106,8BASE,Hornbill,"Hornbill is the workflow app everyone can useâ€”across your whole organization Hornbill is an innovator of cloud-based business collaboration technology and applications that engage teams, optimise operations and deliver better customer experiences. Our new collaborative Services Management application combines 2 decades of ITSM experience with a powerful, innovative collaboration platform, allowing teams to connect anywhere, anytime, in any language. Hornbills software supports customers at thousands of commercial and governmental sites worldwide

https://www.hornbill.com/",22-06-23,75727,https://www.hornbill.com/,Software Development,London,United Kingdom,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
107,8BASE,"DANIEL C. HARRIS, O.D","Dr. Tim Harris received his Doctor of Optometry degree from Ferris State University College of Optometry in 1991. During his four-year optometry curriculum, he performed clinical rotations at the Duane Waters Correctional Facility and the Battle Creek Veterans Administration Hospital, where his training focused on diagnosis and treatment of ocular disease. His specialty areas include diagnosis and treatment of glaucoma, dry eye, contact lenses and family vision care.

https://harriseyecareofdavison.com/",22-06-23,73975,https://eyedoctor.io/optometrist/dr-daniel-c-harris-od-piqua/#cp,Optometry,"Cincinnati, OH",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
108,8BASE,Law Society of South Africa,"Law Society of South Africa
https://www.lssa.org.za/about-us/
Attorneys and advocates in South Africa are registered with the Legal Practice Council in terms of the Legal Practice Act 28 of 2014. Since 1998 the Law Society of South Africa (LSSA) has represented the attorneysâ€™ profession.
The LSSA brings together the Black Lawyers Association, the National Association of Democratic Lawyers and provincial attorneysâ€™ associations,  in representing the attorneysâ€™ profession in South Africa.
There are currently some 27 200 practising attorneys and 7 000 candidate attorneys in South Africa. Attorneys are officers of the court and are registered on the roll of attorneys at the Legal Practice Council.",21-06-23,72258,http://www.lssa.org.za,Legal Services,Pretoria,South Africa,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
109,8BASE,Transprensa,"Transprensa Transport Company has become another interesting job. Engaged in the collection, dispatch and distribution of goods with guaranteed delivery. The VALLE PRESS S.A. S CONVEYOR COMPANY, dedicated to ensuring the safety and happiness of Colombians for more than six decades, remains one of the 700 most successful companies in Valle del Cauca

https://transprensa.com/",19-06-23,72971,http://transprensa.com,"Transportation, Logistics, Supply Chain and Storage","Cra. 5 #19-53, COMUNA 3, Cali, Valle del Cauca",Colombia,0,0,0,0,0,1,0,0,0,0,0,0,0,,,,
110,8BASE,Ampla DivisÃ³rias,"â€œAmpla DivisÃ³rias enchanted us with its experience, professionalism and efficiency! It is a company that values quality and excellence in service provision, in the products supplied, in customer service and after sales, with experienced, dedicated and helpful professionals!â€

In the market for over 30 years, Ampla is recognized for its dividers and differentiated solutions for corporate environments.
Ampla's strategic focus is on excellence in production and finishing, combined with the guarantee of a competitive price and strict compliance with the delivery deadline.

https://www.ampladivisorias.com.br/",19-06-23,73264,http://www.ampladivisorias.com.br,Architecture and Planning,"Belo Horizonte, Minas Gerais",Brasil,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
111,8BASE,RJP MEDICAL LTDA,"We were attracted by the Premier Hospital Dia, dedicated exclusively to plastic surgery, which combines modern equipment, qualified specialists and typical accommodation from the best hotels. It is there that ROBERTO JUNQUEIRA POLIZZI performs most of his procedures.

The facility's infrastructure includes five operating rooms, 2 beds for semi-intensive therapy, nine suites and six small apartments for low-stay operations.

https://robertopolizzi.com.br/",19-06-23,73071,https://robertopolizzi.com.br/,,Belo Horizonte,Brazil,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
112,8BASE,SINTTEL,"The SINTTEL trade union was worked out by us, as it has a percentage of unions that still remains above the average in Brazil, taking into account several professional categories. Proof of your authority among the workers. After all, they are the ones who produce SINTTEL and keep its history.

https://sinttelmg.org.br/",19-06-23,73047,http://sinttel.org.br,Non-profit Organizations,"Brasilia, Distrito Federal",Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
113,8BASE,CLONARTE,"Clonarte is a printing company operating since 2005 in the segment of a printing house specializing in digital technologies, as well as printing outsourcing.

Having experience in servicing corporate clients, Clonarte can meet specific and individual requirements either in its printing fleet or by outsourcing from the client himself through equipment rental.

http://www.clonarte.com.br/",19-06-23,74047,http://www.clonarte.com.br,Printing Services,"Belo Horizonte, MG",Brasil,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
114,8BASE,PREMIER HOSPITAL DIA,"Premier Hospital came under attack. Premier was opened in November 2016 with a differentiated concept of providing high-quality hospital care in the segment of planned operations. The hospital meets high standards of service, offers differentiated services, as well as well-being, safety and humanized care

https://www.premierhospitaldia.com.br/",19-06-23,73150,https://www.premierhospitaldia.com.br/,Hospitals and Health Care,"Belo Horizonte, Minas Gerais",Brasil,1,0,0,1,0,0,0,0,0,0,0,0,0,,,,
115,8BASE,TECHCERT,"Techcert has distinguished itself by its vulnerability, but has been specializing in innovative solutions for the educational market for 18 years. Recommended applications with digital certification in Academic routines, Digitization and Digital Diploma!

https://techcert.com.br/",19-06-23,72748,http://www.techcert.lk,Computer and Network Security,Dehiwala,à·à·Šâ€à¶»à·“ à¶½à¶‚à¶šà·à·€ à®‡à®²à®™à¯à®•à¯ˆ,1,1,0,0,0,0,0,0,0,0,0,0,0,,,,
116,8BASE,LUZBOA S.A,LUZBOA S.A,19-06-23,72921,http://www.luzboa.pt,Utilities,Viseu,Portugal,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,
119,8BASE,MAXIMUM PRIME ALIMENTOS EIRELI,"The company MAXIMUM PRIME ALIMENTOS EIRELI founded on 12/22/2020 , is located in the city of Belo Horizonte in the state of Minas Gerais. The main activity, according to the Federal Tax Service, is wholesale trade in slaughtered poultry and derivatives.",19-06-23,71248,http://brasador.com.br,Restaurants,"Juiz De Fora, Minas Gerais",Brasil,1,0,0,0,0,0,0,0,0,0,1,0,0,,,,
120,8BASE,Bibliotheek Gouda,"The Gouda library is more than just a library. We are a complete network of involved and enthusiastic people and initiatives. Everything we do is about sharing, exchanging and working together. We are an enterprising organization, hospitable, alert to new developments and willing to experiment. And everything must have added value for the city in which we are anchored. That makes us the nicest library in the Netherlands.
https://www.bibliotheekgouda.nl/",11-06-23,74218,https://www.bibliotheekgouda.nl,Libraries,Gouda,Nederland,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
122,8BASE,Good Oil Company,"https://goodoilcompany.com/contact
Good Oil Company was founded by Don O. Good Sr. in 1941. When Don Sr. retired, his two sons, Don and Dean, assumed operation of the company. Based out of Monterey, Indiana, the company was involved mainly in the sale and delivery of petroleum products to farm and home heat customers. Don became a Standard Oil/Amoco jobber and continued to grow his business until his retirement in 1978. In 1980, they relocated the business to its current office in Winamac.
(574) 946-4863
+1 805-279-8265
+1 574-225-1543",01-06-23,76400,http://www.goodoilcompany.com,Oil and Gas,"Winamac, Indiana",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
123,8BASE,Malkasian Accountancy,"Malkasian Accountancy is a local, family-owned company specializing in tax preparation and bookkeeping services for Sacramento small businesses.

As Sacramento's largest independent accounting and bookkeeping firm, Malkasian Accountancy is dedicated to providing local small business-owners with the expert financial support and advice to grow their companies.
https://malkasian.com/
 916.971.9315 / 1-800-598-964",09-05-23,80139,http://www.malkasian.com,Accounting,"Sacramento, California",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
124,8BASE,SiComputer is a leader in the Italian information technology.,"SiComputer is fully geared to the way computers can improve the lives of those who use them: people are at the center of our work.
+39 0545 33355
https://sicomputer.com/
Via della Dogana, 8/2
48022 Lugo (RA) Italy
P. IVA IT 01250880398
info@sicomputer.it",29-04-23,81501,https://sicomputer.com/en/home-3/,Computer Technology,"Via della Dogana, 8/2 48022 Lugo (RA) Italy",Italy,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
125,8BASE,Asbestos-Inspections-Solution-Management,"EMS are qualified and experienced asbestos consultants, able to undertake asbestos reinspection surveys and manage portfolios on behalf of clients.
https://www.a-i-s-m.net/",02-04-23,77703,https://www.a-i-s-m.net/About_Asbestos_Inspections_and_Solution_Management/index.html,Business Consulting and Services,Texas,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
126,8BASE,Just us lawyers,"Just Us Lawyers has an efficient team dedicated to helping you deal with the challenges our legal system imposes in a complex world.
We solve any legal issues
reception@justuslaw.com
Telephone: 07 3369 7145
PO Box 120, Red Hill QLD 4059",01-04-23,78252,http://justuslaw.com,Legal Services,"Kelvin Grove, Queensland",Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
127,8BASE,Csc Baixo Sul Assessoria e Consultoria Empresarial e Contabil LTDA,"http://www.csconline.com.br/csconline/

The mission of CSC is to deliver quality work through a comprehensive risk analysis, seeking to identify critical points in the transactional activity and planning of its clients, proposing improvements that can increase the synergy between processes and business performance.

Avenida Professor MagalhÃ£es Neto, 1.450
EdifÃ­cio Millenium Empresarial, Sala 507, Pituba
41.810-012| Salvador / BA | Brasil

(71) 3036-9001",24-03-23,80930,http://www.csconline.com.br/csconline/contato.html,Business Consulting and Services,Ituberá / BA,Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
128,8BASE,Artconta - Contabilidade e. AssistÃªncia Fiscal,"https://www.artconta.com.br/
https://www.facebook.com/artconta/?locale=pt_BR
Artconta - Contabilidade e. AssistÃªncia Fiscal
Accountants",24-03-23,80208,http://artconta.com.br,Accounting,"Salvador, Bahia",Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
129,8BASE,CONTASS,"http://contassconsultoria.com.br/

Accounting and consulting
for public administration
municipal secretaries, directors and civil servants to develop

responsible management, taking into account the principles inherent in public administration

telefone(38) 3218 5900
Rua Tupis, NÂº 437 - 2Âº andar,
B. Melo - Montes Claros - Minas Gerais
Cep 39401-068

telefonecontass@contassconsultoria.com.br",24-03-23,81204,http://www.contassconsultoria.com.br,Accounting,"Montes Claros, Minas Gerais",Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
131,8BASE,General de Alimentos Nisa C.A. (GENICA),"It is a national company, founded on February 3, 1993, originally born as a company dedicated to the import and marketing of food.
ricardo.mora@outlook.com
ricardomorahernandez@gmail.com
rich_zero71@hotmail.com
danielmh_23@hotmail.com
info.sistemas@genica.com.ve
maurenvega_9@hotmail.com
oswaldomora_endara@hotmail.com
mining.mora@outlook.com

+58-261-4203100",16-03-23,81695,http://www.genica.com.ve/,Food & Beverages,"Maracaibo, Zulia",Venezuela,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
133,8BASE,Zenex,"We are a national manufacturer of liquid chemicals, aerosols, hand soaps, wipes, and custom formulations. We supply distributors around the world with quality products, value, and a commitment to customer service. Take a look at our latest catalog and see just the surface of our capibilities.
https://www.zenexint.com/
https://chemsafeint.com/
Chemsafe International
1 Zenex Circle
Cleveland, OH 44146
Fax: +1(440) 786-7233
+1 (440) 786-7000",15-03-23,77851,http://www.zenexpartners.com,Staffing and Recruiting,"Santa Clara, CA",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
134,8BASE,Lake Cable,"Weâ€™re an industry leader because we put our customers first, manufacturing reliable, highly-engineered cable solutions to your exact specifications and requirements. That includes Industrial, Utility, Custom OEM and Broadcast quality cable, all proudly made in the USA.

We also focus on innovation, making our cable using cell manufacturing, grouping the entire insulating, cabling, jacketing and packaging process together. This breakthrough, flexible approach unites people, equipment and process in one location, improving quality and efficiency. Whatever your need, our team of Design Engineers and Material Specialists are here to help.

https://www.lakecable.com/
888.518.8086",12-03-23,77884,http://www.lakecable.com,"Appliances, Electrical, and Electronics Manufacturing","Bensenville, IL",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
135,8BASE,Midway Ford,"Here at Midway Ford, weâ€™ve been your trusted Ford dealership in Midland for over 50 years. We pride ourselves on offering the finest selection of New Ford cars for sale, as well as a wide range of well-maintained Used Cars and Demo Ford vehicles.

 326 Great Eastern Highway, Midland WA 6056
 (08) 9274 4444",12-03-23,77638,https://rosevillemidwayford.com,Motor Vehicle Manufacturing,"Roseville, MN",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
136,8BASE,Thayer Academy,"Thayer Academy embraces community as a core value and sees diversity, equity, and inclusion as essential to the Academyâ€™s mission. From student organizations and activities to faculty development to our academic curriculum, Thayer seeks an affirming and supportive culture which promotes diversity in all its forms.
https://www.thayer.org/admissions/why-thayer
745 Washington Street, Braintree, MA 02184
781.843.3580",07-03-23,80726,http://www.thayer.org,Primary and Secondary Education,"Braintree, MA",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
137,8BASE,HELPHONE,"HELPHONE is a technology and customer service value-added company. Flexibility is one of our pillars and also one of the most valued by the companies that work with us. With our extensive market experience, we have the knowledge and methodology to help our clients.

HELPHONE OFICINA PRINCIPAL
Calle MarÃ­a Viscarret, 1 Entreplanta
31013 â€“ Artica â€“ (Navarra)
T. 902 107 348 â€“ 948 01 01 01
CIF: B31790108",05-03-23,82882,http://www.helphone.com,IT Services and IT Consulting,"Artica, Navarra",EspaÃ±a,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
138,8BASE,SITARA,"SCIL was incorporated in 1981 and began producing caustic soda in 1985, initially at a rate of 30 metric tones Caustic a day. The plantâ€™s capacity was gradually increased over years to current level of 610 metric tons a day.In addition, various by-product facilities have been added and expanded from time to time to cope with growing demand. Company entered into Textile Spinning Business in 1995. Its specialty chemicals and export division was established in 2001.",10-02-23,74001,http://www.sitaraonline.com,Retail,"Woodside, ny",United States,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
139,8BASE,Veal and Prasad,"Veal and Prasad are a professional accounting and taxation practice located in Hillcrest QLD
https://www.vealandprasad.com.au/
Phone: (07) 3809 2055
Fax: (07) 3809 2748
Email: jitco@powerup.com.au
Address: Level 1 / 20 Johnson Road Hillcrest QLD 4118
Postal Address: PO BOX 30 Browns Plains 4118",02-03-23,83938,http://vealandprasad.com.au,,Hillcrest,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
140,8BASE,COMPAGNIE REGIONALE D'ALIMENTS (COREAL),"Operating in the livestock (poultry, pig and ruminant) business since 1947, our family business is committed to continuing and sustaining its development as an independent and innovative challenger to serve the entrepreneurial farmers of tomorrow and to serve responsible and competitive sectors.
https://www.michel-nutrition.fr/fr

Group Michel / JYM Nutrition
6 parc de BrocÃ©liande - 35760 SAINT GRÃ‰GOIRE

Tel : 02 23 25 09 71 - Fax : 02 23 25 21 52 - societe@jym-nutrition.fr",23-02-23,84152,https://www.nutrinoe.fr/Adherents/6-Coreal,Food Production,YFFINIAC,France,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
142,8BASE,IMASA,"INDUSTRY
food manufacturer; Margarine; oil; highly hydrogenated
https://imasa.com.mx/",13-02-23,78687,http://www.imasa.com,Oil and Gas,"Oviedo, Asturias",EspaÃ±a,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
143,8BASE,"MRO SUPPORT, INC","MRO SUPPORT, INC. is your top source for aviation parts such as Aircraft Engines, Engine Stands, GSE etc.
wayneq@mrosupport.net
johnw@mrosupport.net
jackw@mrosupport.net
lukew@mrosupport.net
âœ† 5617057339",05-02-23,79466,http://www.mrosupport.net,Airlines and Aviation,"Boca Raton, Florida",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
144,8BASE,Richard W. Fuller CPA,"At Richard W. Fuller CPA we work with clients throughout the Capital District and the North Country to help them achieve their goals by listening to their concerns and simplifying the complexities of taxation and finances. We strive to provide our clients personalized, friendly and timely service in the hometown tradition.
https://rickfullercpa.com/
79 Warren Street
Suite 1C
Glens Falls, NY 12801

 PHONE
(518) 636-5166

 FAX
(518) 636-5585",25-01-23,82671,https://rickfullercpa.com/,Accounting,"Glens Fall, NY",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
146,8BASE,Neighborhood Progress Fund,"Neighborhood Progress Fund is a nonprofit group that offers small business loans and business development services to entrepreneurs and businesses in distressed communities. Weâ€™ve served the Greater Philadelphia Area for twenty years to help stimulate economic growth throughout the region.
https://npfp.org/
Liberty Square, West Tower
1300 W. Lehigh Ave, Suite 100
Philadelphia, PA 19132
215-232-0516 (office) | 215-232-0519 (fax)
contact@npfp.org",27-01-23,79101,https://npfp.org/,Business Consulting and Services,PHILADELPHIA,United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
147,8BASE,Print Globe,"PrintGlobe is your one stop shop for wholesale, custom merchandise! Founded in 1995 with the goal of becoming Americaâ€™s custom promotional product and business printing superstore, we are a full service supplier of all things custom printed. Whether youâ€™re looking for event giveaways, personalized party supplies, or unique corporate gifts, we have you covered! From office essentials like printed pens and embossed padfolios, to wholesale promotional items such as custom coasters, personalized napkins, or reusable tote bags, we strive to deliver perfectly printed items on time and under budget! Whether you already have a design in mind and your own artwork, or you need us to create something special for you, our easy to use online system and team of friendly and knowledgeable account mangers make ordering custom products a breeze! With our extensive catalog and quality printing capabilities, you are sure to find just the thing you need to make your next event, giveaway, or marketing campaign a success!
(844) 863-0537
https://www.printglobe.com/contact",27-01-23,80577,http://www.printglobe.com,Advertising Services,"Austin, TX",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
148,8BASE,China Export &amp; Credit Insurance Corporation,"China Export & Credit Insurance Corporation (hereinafter referred to as ""SINOSURE"") is a state-funded and policy-oriented insurance company established and supported by the state to promote China's foreign economic and trade development and cooperation. As an independent legal person, SINOSURE was officially launched and put into operation on December 18, 2001, whose service network now covers the whole country.
https://www.sinosure.com.cn/en/Sinosure/Profile/index.shtml

yewu@sino-assistance.com",24-01-23,83813,http://www.sinosure.com.cn,Financial Services,"Beijing, China",China,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
149,8BASE,Conklin Benham,"For well over a half-century, Conklin Benham has maintained a sterling reputation in defense litigation. Areas of representation include negligence, workers' compensation, employment law, commercial litigation, appellate law and others.
https://conklinbenham.com/
wnoeske@conklinbenham.com
walter.noeske@gmail.com
dlabadie@conklinbenham.com
labadie@conklinbenham.com
rdanforth@hanover.com
mikebrenton@brentonlaw.com",24-01-23,81887,http://conklinbenham.com,Law Practice,"Bingham Farms, MI",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
150,8BASE,FORMA ESPACOS IMOBILIARIOS LTDA,"FORMA ESPAÃ‡OS IMOBILIARIOS, a company with 16 years of experience in the Rio Grande do Sul market, based on the determination and trust of its partners, is active as a builder and developer in Serra Gaucha - Rio Grande do Sul. It combines a quality format and knowledge of the local market with the desire to always carry out innovative projects with a high level of execution and service.
ATENDIMENTO@FORMAESPACOS.COM.BR
TELEPHONE: 54 3055.4040
WHATSAPP: 54 9 9164.5935",14-01-23,77917,http://viveronebento.com.br,Real Estate,"Bento Goncalves, Rio Grande Do Sul",Brasil,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
151,8BASE,Ayers Mechanical Group,"Ayers Mechanical Group has been providing fast, dependable heating, air conditioning and plumbing service for commercial, industrial and residential customers in Van Wert, Ohio since 1984. Youâ€™ll receive attentive service from a professional, knowledgeable staff. We have a full fleet of experienced technicians and are here for you 24 hours day/7 days a week.
222 N. Market Street
Van Wert, OH  45891
Phone: 419-238-5480
https://www.ayersmechanical.com/contact/",10-01-23,81468,http://www.ayersmechanical.com/,Construction,"Van Wert, Ohio",United States,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,
