,Company,Company Description,Date Victimised,,Number of Clicks,Status,pageurl
74,sd69.org,"In partnership with families and our community, District 69 supports every child's development within an environment of belonging.",10/14/2023 14:18,"08 SEP, 2023 19:29 UTC",9296,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/UaO15YxYiXlHDEdz64fb760054840
75,monaco-technologies.com,Monaco Technologies is a software and IT Company and has been providing solutions and services for Enterprises & Public Organizations since 2004.,10/14/2023 14:18,"08 SEP, 2023 16:44 UTC",9776,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/j27Dy2SzogR6hPN364fb4f340f5a6
76,hanwha.com,"Hanwha continues to grow by quickly anticipating and responding to rapidly changing business environments with a balanced business portfolio that includes aerospace, energy & materials, finance and retail & services. As of 2022, we are the seventh l...",10/14/2023 14:18,"08 SEP, 2023 11:36 UTC",13472,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/y3YtnYuH2svPtiQ864fb071a5866d
77,gosslaw.com,VETERANS' LAWYER You Deserve Representation and Security. We Focus on Results for U.S. Veterans Worldwide.,10/14/2023 14:18,"03 SEP, 2023 20:10 UTC",14158,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/bV6tcegX5nR8j5gP64f4e818ef33e
78,marianoshoes.com,"A história da Mariano Shoes remonta a 1945, o ano em que Manuel de Almeida Jorge, mestre artesão de calçado, começou a produzir sapatos para homem de alta qualidade, em S. João da Madeira. As suas criações rapidamente ficaram conhecidas em todo o paí...",10/14/2023 14:19,"03 SEP, 2023 20:37 UTC",12716,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Bqvs2yYpXb74UyFR64f4ee44b1390
79,toua.net,"Provides electricity, water, communication and internet services.",10/14/2023 14:20,"07 SEP, 2023 19:52 UTC",10548,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/rQ8eY55ajBoSDaoU64fa29041f9b0
80,ragasa.com.mx,"RAGASA INDUSTRIES, S.A. DE C.V., PROTEINAS NATURALES, S.A. DE C.V., BASIC PROTEINS, S.A. DE C.V., ADMINISTRATIVE AND COMMERCIAL INTEGRAL SERVICES, S.A. DE C.V., CONTROLLING ENTITY, S.A. DE C.V., INMUEBLES RAGAR, S.A. DE C.V., RAUL GARCIA Y CIA., S.A....",10/14/2023 14:23,"06 SEP, 2023 22:45 UTC",11748,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/rHdAa3KKDpUVp2Mu64f900eb8de26
81,qsoftnet.com,"QSOFT's free billing program also includes a free integrated web and virtual store and the WooCommerce, PrestaShop and osCommerce connector. Try its advantages! and discover why our software is the best eCommerce solution. Qsoft is the leading busin...",10/14/2023 14:20,"06 SEP, 2023 22:02 UTC",10788,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/HjKleISN8Zbgc6V464f8f6d463265
82,meroso.be,Meroso Foods has a deep-rooted history as Belgium-based food manufacturer. Different milestones throughout more than 60 years have made the company and its product portfolio what it is today.,10/14/2023 14:20,"06 SEP, 2023 21:59 UTC",10329,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/1FJNmYosVUIGWg2g64f8f64645df3
83,concrejato.com.br,"Created in the 1970s, Concrejato specializes in the execution of technical services for industrial and special works, recovery and structural reinforcement, restoration of historical and architectural heritage, retrofit and maintenance of distributio...",10/14/2023 14:20,"06 SEP, 2023 21:56 UTC",9988,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/SnkzY94uWQJpe6cv64f8f589b00c5
84,protosign.it,"Protosign Srl Registered office: Via Giuseppe Candiani 98 -20158- Milan n° Company register registration: MI-1714539 - 15/05/2003 Share capital: €10,000.00 iv VAT number: 03949800969",10/14/2023 14:20,"06 SEP, 2023 21:50 UTC",10572,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/IcCKedsRqoiXTLIm64f8f41133832
85,nobleweb.com,"Since 1992, The Noble Group has built a dedicated team of professionals all working together to revitalize neighborhoods, provide new homes for families and build a better future for our investors. 260GB lists with ssn numbers, residential addresse...",10/14/2023 14:20,"06 SEP, 2023 21:34 UTC",9641,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/2NfBYDEEbgikTtBU64f8f03c7a36f
86,gormanusa.com,"Gorman & Company was founded in 1984. They work closely with local governments and community groups to help communities meet their development, planning, economic and social goals.",10/14/2023 14:20,"06 SEP, 2023 21:23 UTC",9326,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/YbY17TwAwxzbZXJq64f8edb459caa
87,onyx-fire.com,"Onyx-Fire Protection Services Inc is a company that operates in the Security and Investigations industry 800 GB Financial documents (balance sheets, budget, PL reports, expense reports, bank statements, statements of payables and receivables, var...",10/14/2023 14:21,"06 SEP, 2023 21:17 UTC",9342,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/SJi6GeasvRJLKTeq64f8ec4767d86
88,esprigas.com,"EspriGas is a technology driven beverage, medical, and industrial gas company. It brings a modern approach to the gas industry by utilizing a network business model to deliver products nationally. - Financial reports, payment journal, bank statement...",10/14/2023 14:21,"29 AUG, 2023 09:45 UTC",13166,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/1gGpAp2hA8aIXxPP64edbe055ebff
89,cciamp.com,We have over a million files downloaded from your network. You have 48 hours to contact us.,10/14/2023 14:21,"01 SEP, 2023 21:23 UTC",16313,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/MfyG2jOP1K5Bp9Er64f25631ef372
90,glprop.com,"Global Logistic Properties Ltd. operates as an investment holding company, which through its subsidiaries engages in the provision of distribution facilities and services. Its business solutions include multi-tenant distribution facilities developmen...",10/14/2023 14:22,"02 SEP, 2023 17:30 UTC",11815,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/hBa5L4EmoE9kmpRx64f3710b142b6
91,ramlowstein.com,"Architecture, Engineering & Design · Wisconsin, United States ·",10/14/2023 14:21,"02 SEP, 2023 16:57 UTC",10301,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/hRoeNNCp1XimJqz764f369336030c
92,neolife.com,"Neolife Food & Beverage · California, United States · 135 Employees NeoLife International Ltd is a company that operates in the Health, Wellness and Fitness industry. It employs 101-250 people and has $10M-$25M of revenue.",10/14/2023 14:21,"02 SEP, 2023 15:37 UTC",10015,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/jee9ts9nSiKkOcYG64f356b0dce7e
93,seasonsdarlingharbour.com.au,"Seasons Darling Harbour Hospitality • New South Wales, Australia Seasons Darling Harbour provides boutique style accommodation in Darling Harbour, Sydney. We offer spacious and comfortable suites & apartments. See more!",10/14/2023 14:22,"02 SEP, 2023 15:33 UTC",9788,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/1gxahsdcFugeXjc864f35595901c6
94,nerolac.com,"Revenue about of 1kkk USD We have download a lot of private data: confidential agreements, bank information, driver licenses, finance private data, insurances, a lot of passports, payroll information etc. Founded in 1920, Kansai Nerolac Paints...",10/14/2023 14:22,"02 SEP, 2023 15:32 UTC",9976,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/kKRi3THQf0Ivtvcy64f35569a10b9
95,gh2.com,"GH2 Architects - Business Information Architecture, Engineering & Design · Oklahoma, United States ·",10/14/2023 14:22,"02 SEP, 2023 15:23 UTC",9661,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/1CFV3DS0PUXfv02o64f35341a9a0d
96,designlink.us,"Design Link - Business Information Business Services · Georgia, United States ·",10/14/2023 14:22,"02 SEP, 2023 15:18 UTC",9486,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/cPYhjtQwCEvsn1Mi64f3520b72bf4
97,attorneydanwinder.com,"For the best legal assistance in Las Vegas, NV, trust the dedicated staff at the Law Office Of Dan M Winder, P.C., who will work hard to ensure the best possible outcome for you. We have a wealth of experience to serve your legal needs.",10/14/2023 14:23,"02 SEP, 2023 15:11 UTC",9340,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/iwxNrgEcrcE27xoZ64f35090a12f0
98,sterncoengineers.com,,10/14/2023 14:23,"02 SEP, 2023 15:08 UTC",9038,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/2y9PWETU12YwOg8R64f34fc409c33
99,cciamp.com,Comment protéger votre entreprise des cyberattaques et des hackeurs ? Quels sont les bons réflexes et les bonnes pratiques à avoir pour préserver votre activité ? Éléments de réponses.,10/14/2023 14:23,"01 SEP, 2023 21:23 UTC",9628,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/kjdxYZROjNrihsQS64f25631ef38a
100,konkconsulting.com,"Headquartered in Portugal, konkconsulting is an internationally oriented company with more than 10 years of experience in Microsoft, Oracle and SAP platforms. database (bak)",10/14/2023 14:23,"01 SEP, 2023 08:40 UTC",9410,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ZqkCqvWhaRaw3pzi64f1a33babe0f
101,hamilton-techservices.com,hamilton-techservices.com,10/14/2023 14:26,"01 SEP, 2023 08:30 UTC",8662,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Sh6on19yzMtvRrjd64f1a1126f44f
102,mayair.com.my,"MayAir is also one of the leading air filtration company in the industry of manufacturing, developing and providing air filtration equipment & HEPA filters.",10/14/2023 14:23,"31 AUG, 2023 22:05 UTC",8705,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/HGz4lBS1pJJA3IJh64f10e7e1e1ce
103,vodatech.com.tr,"Vodatech does not care at all about the safety of a huge amount of data of its customers, thanks to which this data ended up with us. Databases of world famous companies such as Suzuki, Nivea, Puma, which used Vodatech's services are now available to...",10/14/2023 14:23,"31 AUG, 2023 22:04 UTC",8027,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/NhhnyaUyR3Vm44kw64f10e40b1dcb
104,deschamps.fr,"Since 2011, after the association of different structures, the MCDA group has been your John Deere agricultural dealer.",10/14/2023 14:24,"31 AUG, 2023 21:43 UTC",8070,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/bpv1eCbcj2Bn4Ldy64f1093c4313c
105,abzarsara.com,Abzarsara Co. was established in 1995 as the exclusive representative of BOSCH power tools in Iran.,10/14/2023 14:24,"31 AUG, 2023 18:18 UTC",8039,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/LedBJ8xS0XjGNbs864f0d963f2b95
106,biso.at,BISO GmbH The development of BISO harvesting solutions can be compared to the car tuning: the combine manufacturer supplies a solid base machine,10/14/2023 14:24,"31 AUG, 2023 08:22 UTC",8142,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/7WSGOOqhGarTgCfD64f04d8e5c203
107,millwgs.com,"Millennium Logistics - Final Mile and White Glove Delivery Located in Franklin, MA, Millennium logistics provides nationwide services for Final Mile White Glove Delivery & Asset Recovery.",10/14/2023 14:24,"31 AUG, 2023 08:21 UTC",7919,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/DdNJOdRFypyvPUBQ64f04d59d74ce
108,cc-gorgesardeche.fr,Communauté de communes des Gorges de l'Ardèche,10/14/2023 14:24,"31 AUG, 2023 08:12 UTC",7157,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/YBeFJ96AuAv3eZWx64f04b380fab5
109,godbeylaw.com,Personal Injury & Family Law Attorneys Cincinnati Ohio & Northern Kentucky,10/14/2023 14:24,"31 AUG, 2023 04:44 UTC",6028,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/LA086hj52VY9yNmj64f01a7fb4cf8
110,skystar.it,Since 1996 Sky Star has specialized in the supply of Integrated Logistics Services for Companies.,10/14/2023 14:24,"31 AUG, 2023 01:30 UTC",12285,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/skfxy539Od8p9OaY64efed107636f
111,zep.it,"We are a passionate group who have been perfecting cleaning formulas for over 85 years with one purpose: Make the planet cleaner, safer, and more productive.",10/14/2023 14:26,"31 AUG, 2023 01:29 UTC",7988,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/IxFUcWwm5AktPGAi64efecd08c200
112,rydershealth.com,"Ryders Health Management is now known to everyone, first of all, for its indifferent attitude to the protection of personal data of its clients and employees, as well as corporate information of the company. Absolute indifference of officials is mani...",10/14/2023 14:28,"30 AUG, 2023 23:12 UTC",8329,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/qqjQMpMEfRiOd3mV64efcc19870b8
113,losh.com,"We began in 1990 as Losh Communications installing Business telephones systems for AT&T. We stuck with it as that division of AT&T became Lucent and eventually, Avaya. Over the years, we have branched out to become a leading IT Service provider with...",10/14/2023 14:27,"30 AUG, 2023 22:04 UTC",7469,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/gB70b10v3B1qg8DJ64efbccd2531c
114,alpepipesystems.com,"THE wholesaler for pipes and civil engineering components and have specialized in trading with steel pipes (that ALPE ""Fuchsrohr"" system) and cast iron pipes concentrated. With experience and know-how, we supply pipes together with Molded parts, acce...",10/14/2023 14:27,"30 AUG, 2023 22:00 UTC",7480,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/6FnifjnSH37QZRrm64efbbc6a4da9
115,optoflux.com,"We produce precision optics that are used in numerous industries, for example automotive, medical, industrial or consumer. High quality and absolute precision are just as much our focus as the requirements of our customers. Therefore, we continuousl...",10/14/2023 14:28,"30 AUG, 2023 21:52 UTC",7179,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/bKrPh8Sft7pGEIFf64efb9e1d376d
116,grebe-korbach.de,The company Grebe & Sohn GmbH operates a liquid gas distribution storage facility in your neighborhood in the Am Hagen industrial area on Elfringhäuser Weg in Korbach.,10/14/2023 14:28,"30 AUG, 2023 21:47 UTC",7129,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/Nka7Vcg8UQSt1Rdq64efb8b4b82c1
117,mariocoelho.com,Mario Coelho Ltd,10/14/2023 14:28,"30 AUG, 2023 21:43 UTC",6926,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/ZfS0XyxdSG57vLaT64efb80213f45
118,tavlit.co.il,Tavlit- Irrigation and Water Products For more than 40 years TAVLIT has been supplying high-end and innovative products to leading international companies in the irrigation & water industry and to DIY chains in over 70 countries. TAVLIT´s wide...,10/14/2023 14:29,"30 AUG, 2023 21:39 UTC",6799,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/XSwhXrvG4tI6fJcD64efb6f53968a
119,nieul-sur-mer.fr,A Town Hall in France,10/14/2023 14:29,"30 AUG, 2023 21:34 UTC",6904,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/bW3vS5BqjcHjIWrg64efb5d47989e
120,feuille-erable.fr,A beautiful adventure of the Circular Economy and an emblematic Inclusive Company present throughout Brittany.,10/14/2023 14:29,"30 AUG, 2023 21:18 UTC",6608,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/dpZAHJ7sLPkILGUd64efb1fdcdf15
121,dollinger-pierre.fr,"Founded in 1967 by Pierre Dollinger, this family business has never ceased to meet many challenges, to remain close to all its customers, individuals, communities, establishments, and to make new cutting-edge technologies available to all. his areas...",10/14/2023 14:22,"30 AUG, 2023 21:11 UTC",6536,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/QwAbMesEcH5Zq8A764efb0686f22b
122,locaparc.fr,"A regional economic player, Loca-Parc is an independent company specializing in the rental of trucks, with and without drivers.",10/14/2023 14:22,"30 AUG, 2023 20:56 UTC",6372,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/1owIuDFfDZ7R8gC764efacc52e758
123,bocca-sacs.com,Bocca-sacs has been a packaging supplier for the catering industry since 1931. The longevity of the company is due to the strength of the values followed by three generations of entrepreneurs.,10/14/2023 14:22,"30 AUG, 2023 20:51 UTC",6235,Published,http://lockbitapt6vx57t3eeqjofwgcglmutr3a35nygvokja5uuccip4ykyd.onion//post/AyokEoMlWfJFmNTa64efab941ee39
