,Company URL,Company Description,Date Victimised ,Number of Clicks,Status,Company_Country,Industry_Type,Personal Identifiable Information (PII),Financial Data,Healthcare Information,Employee and HR Data,Intellectual Property and Trade Secrets,Customer and Client Data,Legal Documents,Government and Defense Information,Educational Data,Credentials and Access Information,Databases,Website Data,Backup Data,Video and Surveillance Footage,Social Media Data,Utility and Infrastructure Data,Sensitive Communication
99,cciamp.com,Comment protéger votre entreprise des cyberattaques et des hackeurs ? Quels sont les bons réflexes et les bonnes pratiques à avoir pour préserver votre activité ? Éléments de réponses.,"01 SEP, 2023 21:23 UTC",9628,Published,France,Administration publique,,,,,,,,,,,,,,,,,
100,konkconsulting.com,"Headquartered in Portugal, konkconsulting is an internationally oriented company with more than 10 years of experience in Microsoft, Oracle and SAP platforms. database (bak)","01 SEP, 2023 08:40 UTC",9410,Published,Portugal,Software Development,,,,,,,,,,,,,,,,,
101,hamilton-techservices.com,hamilton-techservices.com,"01 SEP, 2023 08:30 UTC",8662,Published,الكويت,Consumer Services,,,,,,,,,,,,,,,,,
102,mayair.com.my,"MayAir is also one of the leading air filtration company in the industry of manufacturing, developing and providing air filtration equipment & HEPA filters.","31 AUG, 2023 22:05 UTC",8705,Published,Canada,Environmental Services,,,,,,,,,,,,,,,,,
103,vodatech.com.tr,"Vodatech does not care at all about the safety of a huge amount of data of its customers, thanks to which this data ended up with us. Databases of world famous companies such as Suzuki, Nivea, Puma, which used Vodatech's services are now available to...","31 AUG, 2023 22:04 UTC",8027,Published,,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
104,deschamps.fr,"Since 2011, after the association of different structures, the MCDA group has been your John Deere agricultural dealer.","31 AUG, 2023 21:43 UTC",8070,Published,France,Defense and Space Manufacturing,,,,,,,,,,,,,,,,,
105,abzarsara.com,Abzarsara Co. was established in 1995 as the exclusive representative of BOSCH power tools in Iran.,"31 AUG, 2023 18:18 UTC",8039,Published,ایران,Wholesale,,,,,,,,,,,,,,,,,
106,biso.at,BISO GmbH The development of BISO harvesting solutions can be compared to the car tuning: the combine manufacturer supplies a solid base machine,"31 AUG, 2023 08:22 UTC",8142,Published,Danmark,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
107,millwgs.com,"Millennium Logistics - Final Mile and White Glove Delivery Located in Franklin, MA, Millennium logistics provides nationwide services for Final Mile White Glove Delivery & Asset Recovery.","31 AUG, 2023 08:21 UTC",7919,Published,,,,,,,,,,,,,,,,,,,
108,cc-gorgesardeche.fr,Communauté de communes des Gorges de l'Ardèche,"31 AUG, 2023 08:12 UTC",7157,Published,,,,,,,,,,,,,,,,,,,
109,godbeylaw.com,Personal Injury & Family Law Attorneys Cincinnati Ohio & Northern Kentucky,"31 AUG, 2023 04:44 UTC",6028,Published,,,,,,,,,,,,,,,,,,,
110,skystar.it,Since 1996 Sky Star has specialized in the supply of Integrated Logistics Services for Companies.,"31 AUG, 2023 01:30 UTC",12285,Published,Indonesia,Pimpinan Modal Usaha dan Ekuitas Swasta,,,,,,,,,,,,,,,,,
111,zep.it,"We are a passionate group who have been perfecting cleaning formulas for over 85 years with one purpose: Make the planet cleaner, safer, and more productive.","31 AUG, 2023 01:29 UTC",7988,Published,United States,Chemical Manufacturing,,,,,,,,,,,,,,,,,
112,rydershealth.com,"Ryders Health Management is now known to everyone, first of all, for its indifferent attitude to the protection of personal data of its clients and employees, as well as corporate information of the company. Absolute indifference of officials is mani...","30 AUG, 2023 23:12 UTC",8329,Published,,Hospitals and Health Care,,,,,,,,,,,,,,,,,
113,losh.com,"We began in 1990 as Losh Communications installing Business telephones systems for AT&T. We stuck with it as that division of AT&T became Lucent and eventually, Avaya. Over the years, we have branched out to become a leading IT Service provider with...","30 AUG, 2023 22:04 UTC",7469,Published,,,,,,,,,,,,,,,,,,,
114,alpepipesystems.com,"THE wholesaler for pipes and civil engineering components and have specialized in trading with steel pipes (that ALPE ""Fuchsrohr"" system) and cast iron pipes concentrated. With experience and know-how, we supply pipes together with Molded parts, acce...","30 AUG, 2023 22:00 UTC",7480,Published,Österreich,Wholesale,,,,,,,,,,,,,,,,,
115,optoflux.com,"We produce precision optics that are used in numerous industries, for example automotive, medical, industrial or consumer. High quality and absolute precision are just as much our focus as the requirements of our customers. Therefore, we continuousl...","30 AUG, 2023 21:52 UTC",7179,Published,Deutschland,Plastics Manufacturing,,,,,,,,,,,,,,,,,
116,grebe-korbach.de,The company Grebe & Sohn GmbH operates a liquid gas distribution storage facility in your neighborhood in the Am Hagen industrial area on Elfringhäuser Weg in Korbach.,"30 AUG, 2023 21:47 UTC",7129,Published,,,,,,,,,,,,,,,,,,,
117,mariocoelho.com,Mario Coelho Ltd,"30 AUG, 2023 21:43 UTC",6926,Published,,,,,,,,,,,,,,,,,,,
118,tavlit.co.il,Tavlit- Irrigation and Water Products For more than 40 years TAVLIT has been supplying high-end and innovative products to leading international companies in the irrigation & water industry and to DIY chains in over 70 countries. TAVLIT´s wide...,"30 AUG, 2023 21:39 UTC",6799,Published,ישראל,Farming,,,,,,,,,,,,,,,,,
119,nieul-sur-mer.fr,A Town Hall in France,"30 AUG, 2023 21:34 UTC",6904,Published,France,Retail,,,,,,,,,,,,,,,,,
120,feuille-erable.fr,A beautiful adventure of the Circular Economy and an emblematic Inclusive Company present throughout Brittany.,"30 AUG, 2023 21:18 UTC",6608,Published,France,Collecte des déchets,,,,,,,,,,,,,,,,,
121,dollinger-pierre.fr,"Founded in 1967 by Pierre Dollinger, this family business has never ceased to meet many challenges, to remain close to all its customers, individuals, communities, establishments, and to make new cutting-edge technologies available to all. his areas...","30 AUG, 2023 21:11 UTC",6536,Published,,,,,,,,,,,,,,,,,,,
122,locaparc.fr,"A regional economic player, Loca-Parc is an independent company specializing in the rental of trucks, with and without drivers.","30 AUG, 2023 20:56 UTC",6372,Published,France,Financial Services,,,,,,,,,,,,,,,,,
123,bocca-sacs.com,Bocca-sacs has been a packaging supplier for the catering industry since 1931. The longevity of the company is due to the strength of the values followed by three generations of entrepreneurs.,"30 AUG, 2023 20:51 UTC",6235,Published,France,Commerce de gros,,,,,,,,,,,,,,,,,
124,potenciamaquinaria.com,Access the best brands of professional machinery and tools without making large investments or facing maintenance costs,"30 AUG, 2023 20:46 UTC",6472,Published,,,,,,,,,,,,,,,,,,,
125,inouemfg.com,"INOUE MFG., INC.","30 AUG, 2023 20:44 UTC",6243,Published,India,Industrial Machinery Manufacturing,,,,,,,,,,,,,,,,,
126,annals.edu.sg,Annals Singapore,"30 AUG, 2023 20:41 UTC",6350,Published,,,,,,,,,,,,,,,,,,,
127,otltd.co.uk,"OTL was created to support retailers and wholesalers within the discount sector. We're committed to delivering the products that your customers want at the prices you need. Our range includes over a thousand products and spans dozens of categories, w...","30 AUG, 2023 20:36 UTC",6043,Published,United Kingdom,Manufacturing,,,,,,,,,,,,,,,,,
128,acolea.org,Volunteer organization,"30 AUG, 2023 20:34 UTC",5990,Published,France,Organismes civiques et sociaux,,,,,,,,,,,,,,,,,
129,guillerm-habitat.fr,"Builder of individual houses in Brittany, Finistère in prefabricated concrete structure. With our years of experience in suburban construction, we have developed a whole range of houses.","30 AUG, 2023 20:32 UTC",6165,Published,France,Construction,,,,,,,,,,,,,,,,,
130,auto-pieces.fr,"Since 1979, AUTO PIECES, in Reims in the department of Marne (51), has been offering its services in the fields of vehicle destruction, the sale of spare parts and the fitting of tires","30 AUG, 2023 20:27 UTC",6059,Published,België / Belgique / Belgien,,,,,,,,,,,,,,,,,,
131,emec.com.eg,"Founded in 1983, EMEC is headquartered in Egypt with operations throughout the Middle East and North Africa including Egypt, Saudi Arabia, Kuwait, Algeria, Qatar(suspended), Libya (suspended) and Syria (suspended). EMEC services include drilling flui...","30 AUG, 2023 20:24 UTC",6031,Published,Italia,Industrial Machinery Manufacturing,,,,,,,,,,,,,,,,,
132,texline-global.com,Integrated supply-chain system across 10 countries Tex Line provides comprehensive business solutions at all stages of the supply chain by leveraging onto our extensive network of global resources.,"30 AUG, 2023 16:09 UTC",6228,Published,India,Retail Apparel and Fashion,,,,,,,,,,,,,,,,,
133,texline-global.com,Integrated supply-chain system across 10 countries Tex Line provides comprehensive business solutions at all stages of the supply chain by leveraging onto our extensive network of global resources.,"30 AUG, 2023 16:09 UTC",5649,Published,India,Retail Apparel and Fashion,,,,,,,,,,,,,,,,,
134,csem.qc.ca,CSEM promotes and encourages the burial of cabled networks on the Montreal territory by associating with the City of Montreal and with numerous energy and telecommunications companies and providers.,"30 AUG, 2023 11:39 UTC",6137,Published,Schweiz/Suisse/Svizzera/Svizra,Forschung,,,,,,,,,,,,,,,,,
135,lhvisionclinic.com,LivingHope Vision Clinic located in Burlington and Hamilton.,"30 AUG, 2023 09:19 UTC",6070,Published,,,,,,,,,,,,,,,,,,,
136,tuvsud.com,"In 1866, our founders had a bold vision to reduce the impact of technological risks and protect people, assets and the environment. More than 150 years on, sustainability and safety continue to be the backbone of our mission and services.","29 AUG, 2023 21:04 UTC",3206,Published,Deutschland,International Trade and Development,,,,,,,,,,,,,,,,,
137,uprepschool.org,University Prep’s two elementary schools (kindergarten – 5th grade) in Northeast Denver are tuition free public charter schools with a simple and clear mission – prepare every child for a four-year college degree and a life of opportunity.,"29 AUG, 2023 20:48 UTC",5962,Published,United States,Primary and Secondary Education,,,,,,,,,,,,,,,,,
138,jamaicainn.com,"Located in beautiful Ocho Rios, Jamaica Inn boasts an eight-acre property situated on a private cove with an offshore reef two miles east of the town center. With a 700-foot private white sand beach considered to be one of the best in the Caribbean.","29 AUG, 2023 20:36 UTC",5937,Published,United States,Hospitality,,,,,,,,,,,,,,,,,
139,beniculturali.it,Ministry of Cultural Heritage and Activities and Tourism is the culture ministry of the Italian Republic,"29 AUG, 2023 20:33 UTC",6328,Published,,,,,,,,,,,,,,,,,,,
140,sherwin-electric.com,"Sherwin continues to expand their electrical presence in the Industrial, Commercial, and Solar markets.","29 AUG, 2023 20:28 UTC",5885,Published,,,,,,,,,,,,,,,,,,,
141,wkclawfirm.com,"Winstein, Kavensky & Cunningham was originally established in 1960 by Stewart Winstein (1914-2010) and Harrison H. Kavensky. We are one of the oldest and most prestigious law firms in the Quad Cities and surrounding communities. For more than 60 year...","29 AUG, 2023 19:07 UTC",5968,Published,United States,Law Practice,,,,,,,,,,,,,,,,,
142,greenside-sch.org,Education School,"29 AUG, 2023 19:04 UTC",5854,Published,United Kingdom,Education Administration Programs,,,,,,,,,,,,,,,,,
143,renaultinantwerpen.be,"The Company offers a range of new and used passenger cars, utility vans, hybrid cars, and electric vehicles as well as provides financing, workshops, and accessories. Renault Antwerpen conducts business in Belgium.","29 AUG, 2023 18:57 UTC",5917,Published,,,,,,,,,,,,,,,,,,,
144,casa-andina.com,"We are a Peruvian hotel chain founded in February 2003, focused on providing our guests with a travel experience. We integrate the particularities of each destination where we are from architecture, decoration, gastronomy, activities and music, thus...","29 AUG, 2023 18:34 UTC",5910,Published,Perú,Hostelería,,,,,,,,,,,,,,,,,
145,ukseung.co.kr,Manufacturing of inorganic pigments,"29 AUG, 2023 18:21 UTC",5962,Published,,,,,,,,,,,,,,,,,,,
146,mergerecords.com,"Merge Records was started in the summer of 1989 by Laura Ballance & Mac McCaughan, the same summer they formed the band Superchunk in Chapel Hill, North Carolina.","29 AUG, 2023 18:18 UTC",5814,Published,,Musicians,,,,,,,,,,,,,,,,,
147,recamlaser.com,Recam Laser we are a laser cutting specialized company for the realization of products for industrial metalworking and a wide range of metallurgical processes and engineering.,"29 AUG, 2023 18:17 UTC",5718,Published,España,Minería,,,,,,,,,,,,,,,,,
148,carolfoxassociates.com,"Carol Fox & Associates (CF&A) is an award-winning PR, branding, digital marketing and events agency. Fully integrated to meet the demands of an ever-changing industry, our team is plugged in, switched on and ready to elevate your brand. No project is...","29 AUG, 2023 18:08 UTC",5675,Published,United States,Public Relations and Communications Services,,,,,,,,,,,,,,,,,
149,cloverbrook.com,We are vertically integrated weft and warp knitter fabric producer working with some of the best known brands in the world.,"29 AUG, 2023 18:06 UTC",5684,Published,United Kingdom,Textile Manufacturing,,,,,,,,,,,,,,,,,
150,immoselekt.be,"You don't just buy or sell a house. It's a decision that can make a big difference in your way of life, your wealth, your happiness. And Immo Selekt is there to help you with this big step. And we go very far in that.","29 AUG, 2023 18:02 UTC",5516,Published,,,,,,,,,,,,,,,,,,,
151,fimadev.fr,Fimadev group of companies.,"29 AUG, 2023 18:01 UTC",5885,Published,France,Business Consulting and Services,,,,,,,,,,,,,,,,,
152,younghomes.com,"Young Homes is a builder you can trust because its goal has never changed, wavered, or varied. This goal has been, and always will be, home buyer satisfaction.","29 AUG, 2023 17:54 UTC",5291,Published,,,,,,,,,,,,,,,,,,,
153,cm.gov.nc.tr,Republic assemblish,"29 AUG, 2023 17:43 UTC",5425,Published,Nederland,Information Technology & Services,,,,,,,,,,,,,,,,,
154,distribuidoradavidsa.com,"We have a variety of Ford® car models in Panama, all with an innovative design, elegant interiors, technology, safety and outstanding performance. A car for every lifestyle.","29 AUG, 2023 17:28 UTC",5342,Published,,Motor Vehicle Manufacturing,,,,,,,,,,,,,,,,,
155,mergerecords.com,"Merge Records was started in the summer of 1989 by Laura Ballance & Mac McCaughan, the same summer they formed the band Superchunk in Chapel Hill, North Carolina.","29 AUG, 2023 17:22 UTC",5592,Published,,,,,,,,,,,,,,,,,,,
156,senacrs.com.br,"Senac-RS. Cursos Livres. Capacitações em 18 áreas do conhecimento, com rápida inserção no mercado profissional. Saiba mais. Ensino Médio. Com metodologia integrada ao Técnico em Informática para Internet, o Ensino Médio Senac oportuniza uma vivência...","25 AUG, 2023 13:58 UTC",12456,Published,,,,,,,,,,,,,,,,,,,
157,qintess.com,Qintess digital transformation solutions take your business to where it needs to be. We start by understanding the essence of your business in-depth. The reasons for its success. Your vision for the future. The processes that are essential to your ef...,"23 AUG, 2023 21:43 UTC",14197,Published,Brasil,Serviços e consultoria de TI,,,,,,,,,,,,,,,,,
158,newsupri.com.br,"A Newsupri é uma empresa especialista em prover soluções inovadoras em infraestrutura de TI. São 35 anos de inovação e experiência, atendendo a Região Nordeste através de um time com mais de 30 profissionais altamente qualificados.","23 AUG, 2023 21:19 UTC",9491,Published,Brasil,IT Services and IT Consulting,,,,,,,,,,,,,,,,,
159,jhilburn.com,Company data leak,"27 AUG, 2023 21:32 UTC",6481,Published,United States,Retail Apparel and Fashion,,,,,,,,,,,,,,,,,
160,grupomartex.com,"Martex is a leading international corporation that specializes in high-performance textile solutions for sports, military, police, ballistics and institutional/public sector markets. Our goal is to integrate solutions with the highest quality sta...","27 AUG, 2023 21:29 UTC",6554,Published,México,Textile Manufacturing,,,,,,,,,,,,,,,,,
